learn_type,algo_type,model,num_hp,eval_type,iteration,eval_score,Learning Rate,Reward Decay
Reinforcement Learning,Gaussian,Bandit,1,Score,490,-0.6,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,491,4.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,492,10.5,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,493,2.2,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,494,1.2,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,495,10.9,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,496,1.9,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,497,4.3,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,498,6.1,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,499,10.0,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,500,-1.2,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,501,7.1,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,502,12.4,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,503,9.3,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,504,-1.1,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,505,0.3,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,506,7.3,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,507,3.1,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,508,2.8,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,509,0.8,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,510,-2.2,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,511,0.1,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,512,4.0,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,513,3.5,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,514,15.3,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,515,7.5,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,516,0.5,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,517,10.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,518,4.3,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,519,0.6,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,520,5.1,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,521,10.1,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,522,-4.4,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,523,11.5,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,524,10.2,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,525,0.7,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,526,-4.6,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,527,7.5,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,528,-2.0,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,529,-9.2,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,530,7.3,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,531,13.2,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,532,0.8,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,533,-0.1,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,534,10.0,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,535,-1.8,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,536,1.6,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,537,7.0,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,538,0.0,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,539,1.8,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,540,6.8,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,541,-2.8,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,542,-11.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,543,0.9,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,544,7.3,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,545,1.9,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,546,14.3,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,547,9.3,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,548,7.3,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,549,-3.4,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,550,-3.6,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,551,10.9,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,552,11.8,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,553,0.9,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,554,-0.3,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,555,-0.8,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,556,4.4,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,557,-10.5,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,558,-3.0,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,559,7.7,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,560,-1.2,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,561,1.8,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,562,-2.6,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,563,1.5,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,564,10.1,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,565,5.2,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,566,6.9,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,567,0.3,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,568,8.6,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,569,4.0,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,570,2.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,571,1.4,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,572,13.0,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,573,13.9,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,574,6.0,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,575,1.6,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,576,16.1,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,577,0.9,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,578,4.6,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,579,6.8,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,580,-3.2,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,581,13.2,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,582,2.3,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,583,5.1,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,584,-0.6,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,585,-1.8,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,586,3.2,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,587,7.5,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,588,-4.4,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,589,-1.4,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,590,4.9,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,591,0.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,592,3.6,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,593,0.5,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,594,8.1,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,595,1.1,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,596,1.8,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,597,0.9,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,598,-2.4,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,599,-4.0,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,600,10.9,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,601,-1.6,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,602,1.6,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,603,8.6,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,604,4.6,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,605,10.2,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,606,-2.9,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,607,0.6,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,608,-4.7,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,609,2.8,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,610,-0.6,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,611,1.2,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,612,2.3,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,613,11.5,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,614,3.6,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,615,3.6,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,616,0.6,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,617,-0.1,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,618,10.8,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,619,-6.3,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,620,3.7,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,621,6.8,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,622,2.7,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,623,9.5,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,624,8.4,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,625,-1.4,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,626,-3.2,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,627,9.5,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,628,10.8,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,629,3.0,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,630,-2.5,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,631,-11.4,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,632,10.3,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,633,0.9,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,634,12.5,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,635,0.5,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,636,11.5,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,637,0.0,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,638,11.0,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,639,11.7,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,640,-1.8,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,641,-9.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,642,13.6,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,643,2.4,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,644,7.8,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,645,-0.9,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,646,11.7,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,647,1.8,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,648,0.4,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,649,6.7,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,650,15.2,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,651,-6.2,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,652,9.8,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,653,6.9,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,654,-1.9,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,655,13.5,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,656,0.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,657,3.7,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,658,0.8,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,659,-1.5,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,660,12.3,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,661,10.4,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,662,9.4,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,663,3.6,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,664,4.9,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,665,9.8,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,666,0.0,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,667,1.5,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,668,-3.6,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,669,-3.6,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,670,2.7,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,671,3.3,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,672,9.8,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,673,11.6,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,674,7.2,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,675,9.3,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,676,-1.0,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,677,-0.6,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,678,8.0,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,679,5.2,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,680,5.2,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,681,12.8,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,682,-2.4,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,683,5.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,684,5.8,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,685,16.9,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,686,3.8,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,687,5.2,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,688,0.2,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,689,-2.8,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,690,-1.7,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,691,-3.3,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,692,-0.9,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,693,-1.7,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,694,-2.2,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,695,12.5,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,696,-0.5,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,697,-2.2,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,698,3.2,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,699,-1.1,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,700,6.9,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,701,0.9,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,702,1.2,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,703,0.7,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,704,-1.0,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,705,-0.7,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,706,8.7,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,707,8.8,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,708,0.6,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,709,-3.1,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,710,0.5,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,711,5.5,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,712,11.3,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,713,6.4,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,714,-0.2,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,715,-1.8,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,716,11.0,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,717,13.7,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,718,-1.3,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,719,5.5,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,720,4.1,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,721,7.1,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,722,-3.9,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,723,4.8,4.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,724,-1.5,8.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,725,-2.4,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,726,14.9,2.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,727,0.8,3.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,728,4.7,5.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,729,-1.6,6.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,730,13.8,7.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,731,13.0,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,732,4.6,10.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,733,10.4,9.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,734,1.0,1.0,
Reinforcement Learning,Gaussian,Bandit,1,Score,735,0.0,2.0,
